Day,Average Temperature (°C),Maximum temperature (°C),Minimum temperature (°C),Atmospheric pressure at sea level (hPa),Average relative humidity (%),Total rainfall (mm),Average visibility (Km),Average wind speed (Km/h),Maximum sustained wind speed (Km/h),Maximum speed of wind (Km/h),Total days it rained,Total days that snowed,Total days with thunderstorm,Total days with fog,date
11,21.3,29.0,15.0,-,69.0,0,5.5,10.0,21.7,-,,,,,11-12-2013
12,21.8,30.5,15.0,-,51.0,0,6.0,9.8,25.9,-,,,,,12-12-2013
13,21.3,29.4,14.0,-,55.0,0,5.0,11.9,22.2,-,,,,,13-12-2013
14,22.1,30.0,14.0,-,55.0,0,6.1,13.7,29.4,-,,,,,14-12-2013
15,21.9,29.0,15.0,-,64.0,0,6.0,14.1,24.1,-,,,,,15-12-2013
16,22.3,29.0,15.0,-,65.0,0,5.8,12.0,35.9,-,,,,,16-12-2013
17,22.6,30.0,17.0,-,73.0,0,5.1,11.7,35.9,-,,,,,17-12-2013
18,24.0,31.0,17.0,-,24.0,0,5.5,15.2,29.4,-,,,,,18-12-2013
19,19.7,29.0,12.0,-,24.0,0,5.6,14.3,25.9,-,,,,,19-12-2013
20,18.1,26.0,10.0,-,32.0,0,6.0,15.7,32.4,-,,,,,20-12-2013
21,18.1,25.9,9.0,-,42.0,0,5.0,8.1,16.5,-,,,,,21-12-2013
22,18.6,23.0,14.0,-,35.0,0,5.6,17.0,31.7,55.4,,,,,22-12-2013
23,16.4,22.0,10.0,-,43.0,0,4.7,19.8,46.5,-,,,,,23-12-2013
24,16.5,24.0,11.0,-,39.0,0,5.0,12.2,35.2,-,,,,,24-12-2013
25,16.8,24.0,10.0,-,34.0,0,6.1,9.8,21.7,-,,,,,25-12-2013
26,16.6,24.0,8.0,-,29.0,0,6.1,8.1,18.3,-,,,,,26-12-2013
27,15.1,24.4,7.0,-,34.0,0,6.3,6.9,22.2,-,,,,,27-12-2013
28,14.8,25.0,7.0,-,24.0,0,6.1,9.1,18.3,-,,,,,28-12-2013
29,14.8,23.0,6.0,-,22.0,0,6.4,10.0,18.3,-,,,,,29-12-2013
30,14.1,22.0,6.0,-,16.0,0,5.8,11.5,24.1,-,,,,,30-12-2013
31,12.9,21.0,4.0,-,14.0,0,5.8,15.6,25.9,-,,,,,31-12-2013
1,14.4,20.0,6.5,-,21.0,0,4.8,24.1,48.2,53.5,,,,,1-01-2014
2,14.4,21.0,9.0,-,19.0,0,6.0,20.7,46.5,-,,,,,2-01-2014
3,15.5,23.0,7.9,-,29.0,0,6.3,10.4,20.6,-,,,,,3-01-2014
4,17.1,26.0,8.0,-,37.0,0,6.0,9.3,32.4,-,,,,,4-01-2014
5,16.1,25.0,8.0,-,31.0,0,6.3,9.8,39.6,-,,,,,5-01-2014
6,16.2,24.4,8.0,-,26.0,0,5.8,11.5,24.1,-,,,,,6-01-2014
7,15.8,25.0,8.0,-,20.0,0,6.4,12.0,25.9,-,,,,,7-01-2014
8,15.1,22.4,9.0,-,32.0,0,5.5,10.6,22.2,-,,,,,8-01-2014
9,15.7,22.4,9.0,-,36.0,0,6.3,10.2,22.2,-,,,,,9-01-2014
10,15.2,22.0,9.0,-,31.0,0,6.0,13.1,35.9,-,,,,,10-01-2014
11,14.5,23.0,8.0,-,27.0,0,6.6,11.7,25.2,-,,,,,11-01-2014
12,16.3,23.5,7.0,-,26.0,0,6.4,10.0,18.3,-,,,,,12-01-2014
13,16.9,25.0,10.0,-,39.0,0,5.8,8.5,22.2,-,,,,,13-01-2014
14,17.5,26.0,9.0,-,38.0,0,6.3,11.3,25.9,-,,,,,14-01-2014
15,17.4,25.0,10.0,-,45.0,0,5.6,8.9,18.3,-,,,,,15-01-2014
16,17.4,26.0,9.0,-,35.0,0,6.8,11.5,18.3,-,,,,,16-01-2014
17,18.7,27.0,11.0,-,40.0,0,6.1,11.9,20.6,-,,,,,17-01-2014
18,17.4,26.0,10.0,-,32.0,0,6.0,10.2,18.3,-,,,,,18-01-2014
19,18.2,24.0,10.0,-,40.0,0,4.0,30.4,46.5,59.4,,,,,19-01-2014
20,16.8,23.0,11.0,-,49.0,0,5.5,23.9,40.7,-,,,,,20-01-2014
21,18.4,24.0,9.0,-,45.0,-,5.1,15.7,31.7,37,o,,,,21-01-2014
22,17.7,24.4,12.0,-,49.0,0,5.8,11.9,22.2,-,,,,,22-01-2014
23,18.5,26.0,11.0,-,49.0,0,5.5,12.2,24.1,-,,,,,23-01-2014
24,18.5,25.0,12.0,-,40.0,0,5.6,11.9,33.5,-,,,,,24-01-2014
25,18.6,26.4,11.0,-,41.0,0,5.5,10.9,24.1,-,,,,,25-01-2014
26,19.3,27.0,11.0,-,38.0,0,5.5,12.8,29.4,-,,,,,26-01-2014
27,20.2,29.0,11.0,-,32.0,0,6.3,16.3,35.2,-,,,,,27-01-2014
28,20.8,29.9,13.0,-,35.0,0,5.8,12.6,25.9,-,,,,,28-01-2014
29,19.6,28.0,12.0,-,49.0,0,5.8,13.1,35.9,-,,,,,29-01-2014
30,19.9,28.0,12.0,-,45.0,0,5.1,12.4,35.9,-,,,,,30-01-2014
31,21.6,29.9,12.0,-,42.0,0,5.8,10.4,18.3,-,,,,,31-01-2014
1,22.2,29.0,17.0,-,38.0,0,5.5,9.1,18.3,-,,,,,1-02-2014
2,21.2,29.0,15.0,-,40.0,0,5.8,12.2,24.1,-,,,,,2-02-2014
3,21.6,28.0,15.0,-,61.0,0,5.3,19.1,53.9,-,,,,,3-02-2014
4,21.8,28.0,17.0,-,65.0,0,4.8,11.5,28.7,-,,,,,4-02-2014
5,21.9,27.0,16.0,-,72.0,0,5.6,11.3,18.3,-,,,,,5-02-2014
6,22.7,27.0,19.0,-,65.0,0,5.6,17.6,37.0,-,,,,,6-02-2014
7,18.4,23.4,10.0,-,27.0,0,5.8,20.6,40.7,-,,,,,7-02-2014
8,17.2,25.0,10.0,-,35.0,0,6.4,11.7,28.7,-,,,,,8-02-2014
9,17.4,25.0,9.9,-,36.0,0,6.3,11.1,18.3,-,,,,,9-02-2014
10,18.3,25.0,10.0,-,30.0,0,6.3,15.7,37.0,40.7,,,,,10-02-2014
11,18.1,29.0,9.9,-,25.0,0,6.4,9.6,18.3,-,,,,,11-02-2014
12,20.1,26.0,11.0,-,19.0,0,6.4,22.0,44.6,-,,,,,12-02-2014
13,19.8,25.4,14.0,-,23.0,0,5.5,23.7,55.4,-,,,,,13-02-2014
14,19.7,26.4,12.0,-,35.0,0,6.0,12.8,43.2,-,,,,,14-02-2014
15,19.1,26.5,10.0,-,24.0,0,6.8,16.3,33.5,-,,,,,15-02-2014
16,18.8,27.0,9.0,-,15.0,0,7.1,16.5,35.2,-,,,,,16-02-2014
17,19.7,27.0,11.0,-,20.0,0,6.4,16.3,40.7,-,,,,,17-02-2014
18,19.4,28.4,10.0,-,27.0,0,6.0,11.3,24.1,-,,,,,18-02-2014
19,20.3,26.4,13.0,-,62.0,0,5.8,16.7,43.2,-,,,,,19-02-2014
20,21.1,29.4,14.0,-,58.0,0,5.6,11.7,20.6,-,,,,,20-02-2014
21,21.4,29.0,14.0,-,46.0,0,6.1,10.9,27.8,-,,,,,21-02-2014
22,20.9,27.9,15.0,-,32.0,0,5.1,14.6,31.7,-,,,,,22-02-2014
23,21.7,28.0,13.0,-,25.0,0,6.4,25.2,79.1,-,,,,,23-02-2014
24,21.6,28.0,15.0,-,25.0,0,6.6,21.7,40.7,-,,,,,24-02-2014
25,21.7,29.0,15.0,-,32.0,0,6.9,12.4,31.7,35.2,,,,,25-02-2014
26,21.1,29.0,14.0,-,43.0,0,5.8,11.1,27.8,-,,,,,26-02-2014
27,22.1,29.9,15.0,-,25.0,0,6.6,16.7,37.0,-,,,,,27-02-2014
28,20.3,27.9,13.0,-,41.0,0,6.3,10.6,27.8,-,,,,,28-02-2014
1,20.4,27.4,13.0,-,44.0,0.0,6.4,13.1,35.9,-,,,,,1-03-2014
2,22.1,27.5,15.0,-,69.0,0.0,6.3,12.8,22.2,-,,,,,2-03-2014
3,20.7,25.9,16.0,-,69.0,109.98,5.8,12.4,38.9,-,o,,o,,3-03-2014
4,21.8,27.0,17.0,-,60.0,13.97,5.5,15.9,33.5,-,,,,,4-03-2014
5,22.6,28.0,16.0,-,54.0,0.0,6.0,13.9,46.9,-,,,,,5-03-2014
6,23.3,30.4,17.0,-,49.0,0.0,5.8,11.9,25.9,-,,,,,6-03-2014
7,24.9,32.0,17.0,-,40.0,0.0,6.3,10.7,29.4,-,,,,,7-03-2014
8,25.7,33.0,18.0,-,31.0,0.0,6.3,11.3,24.1,-,,,,,8-03-2014
9,25.1,33.4,18.0,-,38.0,0.0,6.1,13.3,24.1,-,,,,,9-03-2014
10,24.9,32.0,18.0,-,50.0,0.0,6.6,15.9,43.2,-,,,,,10-03-2014
11,22.9,29.4,17.0,-,19.0,0.0,4.3,14.4,35.9,-,,,,,11-03-2014
12,23.7,29.9,16.0,-,15.0,0.0,4.7,22.0,33.5,40.7,,,,,12-03-2014
13,24.9,31.0,20.0,-,21.0,0.0,5.6,20.0,38.9,-,,,,,13-03-2014
14,25.1,33.4,17.0,-,24.0,0.0,6.0,12.0,25.9,-,,,,,14-03-2014
15,26.6,34.4,19.9,-,23.0,0.0,5.8,10.7,20.6,-,,,,,15-03-2014
16,27.2,32.0,20.0,-,39.0,0.0,6.0,20.9,39.6,-,,,,,16-03-2014
17,25.3,30.0,20.0,-,51.0,0.0,6.8,22.2,43.2,-,,,,,17-03-2014
18,24.8,32.9,18.0,-,31.0,0.0,6.6,11.9,25.9,-,,,,,18-03-2014
19,25.6,33.4,17.0,-,25.0,0.0,6.8,12.8,20.6,-,,,,,19-03-2014
20,24.1,30.0,17.0,-,48.0,0.0,6.3,15.9,43.2,-,,,,,20-03-2014
21,24.9,29.0,21.0,-,67.0,0.0,6.6,19.8,29.4,-,,,,,21-03-2014
22,25.9,33.0,22.0,-,64.0,0.0,6.4,13.1,24.1,-,,,,,22-03-2014
23,25.4,31.0,21.0,-,62.0,0.0,6.1,12.6,27.8,-,,,,,23-03-2014
24,25.7,31.0,21.9,-,52.0,0.0,6.8,15.2,29.4,-,,,,,24-03-2014
25,26.1,31.4,21.0,-,38.0,0.0,6.3,15.7,53.9,-,,,,,25-03-2014
26,27.3,33.8,22.0,-,29.0,0.0,5.8,13.5,35.2,-,,,,,26-03-2014
27,27.7,32.0,24.0,-,32.0,0.0,6.6,9.8,18.3,-,,,,,27-03-2014
28,25.7,29.9,23.0,-,54.0,0.0,6.1,12.6,25.2,-,,,,,28-03-2014
29,25.8,32.0,22.0,-,51.0,0.0,6.6,14.4,27.8,-,,,,,29-03-2014
30,27.0,33.4,22.0,-,48.0,0.0,6.3,13.3,29.4,-,,,,,30-03-2014
31,26.8,33.0,23.0,-,51.0,0.0,6.8,18.1,43.2,-,,,,,31-03-2014
1,26.7,33.0,23.0,-,61.0,0,6.4,21.1,33.5,37,,,,,1-04-2014
2,26.4,35.0,23.0,-,67.0,0,6.1,14.1,28.7,-,,,,,2-04-2014
3,26.4,31.4,23.0,-,68.0,0,6.1,13.0,25.9,-,,,,,3-04-2014
4,27.4,34.5,22.0,-,58.0,0,6.3,17.2,27.8,-,,,,,4-04-2014
5,26.7,31.4,22.5,-,68.0,0,6.4,18.3,35.9,-,,,,,5-04-2014
6,28.7,36.0,23.0,-,48.0,0,5.5,20.4,37.0,42.4,,,,,6-04-2014
7,27.8,35.9,20.0,-,21.0,0,6.3,13.3,24.1,-,,,,,7-04-2014
8,26.6,36.0,19.0,-,39.0,0,5.5,13.3,24.1,-,,,,,8-04-2014
9,26.2,33.4,18.0,-,54.0,0,6.1,13.0,29.4,-,,,,,9-04-2014
10,26.8,33.5,20.0,-,56.0,0,5.8,13.7,28.7,-,,,,,10-04-2014
11,27.7,34.4,21.0,-,50.0,0,6.4,19.8,25.9,-,,,,,11-04-2014
12,26.6,33.0,23.9,-,67.0,0,6.6,18.1,25.9,-,,,,,12-04-2014
13,27.4,32.0,24.0,-,65.0,0,6.6,16.7,31.7,-,,,,,13-04-2014
14,27.8,32.9,24.0,-,68.0,0,6.1,13.0,43.2,-,,,,,14-04-2014
15,28.8,35.0,24.0,-,64.0,0,5.6,14.4,32.4,-,,,,,15-04-2014
16,28.3,34.0,24.9,-,65.0,0,6.3,17.0,27.8,-,,,,,16-04-2014
17,27.9,32.0,25.0,-,69.0,0,5.8,14.8,25.9,-,,,,,17-04-2014
18,28.9,33.0,25.9,-,67.0,0,5.5,14.3,25.2,-,,,,,18-04-2014
19,29.2,34.0,26.0,-,62.0,0,5.8,13.3,24.1,-,,,,,19-04-2014
20,30.2,36.0,25.9,-,47.0,0,5.8,18.1,44.6,-,,,,,20-04-2014
21,30.1,35.0,25.0,-,31.0,0,6.8,13.1,27.8,46.5,,,,,21-04-2014
22,30.1,35.0,25.0,-,38.0,0,6.8,13.0,25.9,-,,,,,22-04-2014
23,30.6,37.0,25.0,-,36.0,0,6.6,16.3,27.8,-,,,,,23-04-2014
24,28.9,35.4,25.0,-,63.0,0,6.1,21.1,37.0,-,,,,,24-04-2014
25,29.2,33.0,26.0,-,68.0,0,6.4,16.5,50.4,-,,,,,25-04-2014
26,31.0,38.0,25.9,-,47.0,0,5.5,13.5,25.9,-,,,,,26-04-2014
27,31.9,39.0,26.0,-,47.0,0,6.6,13.9,25.9,-,,,,,27-04-2014
28,33.1,41.0,25.0,-,37.0,0,6.6,17.4,29.4,-,,,,,28-04-2014
29,30.9,36.0,26.0,-,48.0,0,6.3,17.4,35.9,-,,,,,29-04-2014
30,30.0,34.0,26.0,-,67.0,0,6.3,19.6,43.2,-,,,,,30-04-2014
1,30.2,35.0,27.0,-,64.0,0,6.3,21.7,29.4,-,,,,,1-05-2014
2,29.7,34.5,27.0,-,69.0,0,6.6,20.2,29.4,-,,,,,2-05-2014
3,29.9,33.4,27.0,-,69.0,0,6.8,18.5,27.8,-,,,,,3-05-2014
4,30.3,34.4,26.0,-,55.0,0,5.8,14.6,37.0,48.2,,,,,4-05-2014
5,31.0,35.9,25.5,-,51.0,0,6.0,15.9,29.4,-,,,,,5-05-2014
6,32.1,38.0,27.0,-,46.0,0,6.6,14.8,31.7,-,,,,,6-05-2014
7,31.7,39.0,27.0,-,46.0,0,6.6,18.0,31.7,-,,,,,7-05-2014
8,30.7,37.0,26.0,-,53.0,0,6.6,21.3,33.5,-,,,,,8-05-2014
9,31.9,38.0,28.0,-,50.0,0,6.0,19.8,29.4,-,,,,,9-05-2014
10,30.8,34.0,27.9,-,63.0,0,6.6,17.8,37.0,-,,,,,10-05-2014
11,30.2,34.0,25.2,-,66.0,0,6.6,23.5,38.9,42.4,,,,,11-05-2014
12,30.0,33.0,28.0,-,65.0,0,5.8,30.9,79.1,-,,,,,12-05-2014
13,29.9,34.0,27.0,-,65.0,0,6.3,30.4,46.5,-,,,,,13-05-2014
14,28.9,33.0,24.0,-,64.0,-,6.3,19.6,46.5,-,o,,o,,14-05-2014
15,29.7,33.4,24.0,-,66.0,1.27,6.4,20.7,33.5,-,o,,,,15-05-2014
16,30.3,33.0,28.0,-,64.0,0,6.8,19.3,29.4,-,,,,,16-05-2014
17,30.2,34.0,26.0,-,54.0,0,6.4,15.4,24.1,-,,,,,17-05-2014
18,29.8,34.0,26.0,-,56.0,0,6.6,17.0,33.5,-,,,,,18-05-2014
19,30.8,35.0,27.0,-,52.0,0,6.4,16.3,29.4,-,,,,,19-05-2014
20,30.8,36.0,27.0,-,58.0,0,6.8,21.7,33.5,-,,,,,20-05-2014
21,31.3,37.0,28.0,-,59.0,0,6.8,22.0,33.5,-,,,,,21-05-2014
22,31.0,37.0,28.0,-,60.0,0,6.8,23.9,37.0,-,,,,,22-05-2014
23,31.1,35.0,27.0,-,64.0,0,6.6,20.9,37.0,-,,,,,23-05-2014
24,31.3,35.0,28.0,-,67.0,0,6.4,15.2,27.8,-,,,,,24-05-2014
25,31.6,36.0,27.0,-,65.0,0,6.4,13.0,24.1,-,,,,,25-05-2014
26,31.2,36.0,27.0,-,65.0,0,6.4,12.8,22.2,-,,,,,26-05-2014
27,31.7,40.0,27.0,-,60.0,0,6.1,16.1,25.9,-,,,,,27-05-2014
28,31.2,36.0,28.0,-,64.0,0,6.6,21.9,33.5,-,,,,,28-05-2014
29,31.1,35.0,28.9,-,65.0,0,6.3,29.4,72.0,-,,,,,29-05-2014
30,31.3,36.0,29.0,-,65.0,0,6.0,27.4,40.7,-,,,,,30-05-2014
31,31.2,34.0,28.9,-,68.0,0,6.4,25.0,37.0,-,,,,,31-05-2014
1,31.8,35.4,29.9,-,65.0,0,6.4,20.0,29.4,-,,,,,1-06-2014
2,32.8,37.0,29.0,-,58.0,0,6.6,20.6,38.9,-,,,,,2-06-2014
3,32.6,36.0,29.0,-,63.0,0,5.5,18.0,33.5,-,,,,,3-06-2014
4,32.8,38.0,29.4,-,61.0,0,6.1,20.6,42.4,-,,,,,4-06-2014
5,33.2,40.0,29.0,-,57.0,0,7.2,22.4,40.7,-,,,,,5-06-2014
6,31.9,39.0,29.0,-,62.0,0,6.8,24.1,35.2,-,,,,,6-06-2014
7,31.7,36.0,29.0,-,65.0,0,6.8,26.9,40.7,-,,,,,7-06-2014
8,33.4,42.0,29.0,-,60.0,0,5.6,18.1,37.0,-,,,,,8-06-2014
9,31.8,35.9,29.0,-,70.0,0,5.8,20.4,29.4,-,,,,,9-06-2014
10,31.3,34.9,29.0,-,64.0,0,6.3,22.2,33.5,-,,,,,10-06-2014
11,31.9,35.0,29.0,-,59.0,0,6.4,17.2,27.8,-,,,,,11-06-2014
12,31.7,35.0,29.0,-,62.0,-,6.8,17.6,25.9,-,o,,,,12-06-2014
13,31.3,34.9,29.0,-,66.0,-,6.1,20.2,29.4,-,o,,,,13-06-2014
14,32.1,35.9,29.9,-,67.0,0,6.3,17.4,29.4,-,,,,,14-06-2014
15,32.9,38.0,30.0,-,64.0,0,6.8,20.4,37.0,-,,,,,15-06-2014
16,32.4,35.0,30.0,-,62.0,0,6.4,20.9,33.5,-,,,,,16-06-2014
17,31.6,34.4,30.0,-,65.0,0,6.6,26.7,37.0,-,,,,,17-06-2014
18,31.9,35.0,30.0,-,69.0,0,5.5,21.9,61.1,-,,,,,18-06-2014
19,32.6,35.4,30.0,-,68.0,0,5.8,17.6,24.1,-,,,,,19-06-2014
20,32.8,37.0,30.0,-,65.0,0,6.1,22.8,37.0,-,,,,,20-06-2014
21,32.9,36.0,31.0,-,66.0,0,5.8,30.7,50.0,-,,,,,21-06-2014
22,31.9,35.4,30.0,-,69.0,0,6.4,32.8,48.2,-,,,,,22-06-2014
23,32.1,35.0,30.0,-,64.0,0,5.3,38.0,79.1,-,,,,,23-06-2014
24,31.9,35.0,30.0,-,63.0,-,5.1,37.2,55.4,-,o,,,,24-06-2014
25,31.6,35.0,30.0,-,62.0,0,5.8,33.9,46.5,-,,,,,25-06-2014
26,31.7,35.0,29.0,-,62.0,-,6.3,29.3,37.0,-,o,,,,26-06-2014
27,31.6,34.4,29.9,-,61.0,-,6.6,30.9,44.6,-,o,,,,27-06-2014
28,31.1,35.0,29.0,-,60.0,0,5.8,34.1,46.5,-,,,,,28-06-2014
29,30.7,34.0,29.0,-,60.0,0,5.6,36.7,50.0,-,,,,,29-06-2014
30,30.3,33.0,28.9,-,62.0,0,5.8,39.4,59.4,-,,,,,30-06-2014
1,29.6,32.0,28.0,-,70.0,-,5.8,34.1,50.0,-,o,,,,1-07-2014
2,30.1,32.0,28.4,-,71.0,0,6.0,33.0,44.6,-,o,,,,2-07-2014
3,30.0,32.0,28.9,-,69.0,-,6.0,34.4,51.9,-,o,,,,3-07-2014
4,30.2,33.4,28.0,-,69.0,0,5.8,29.8,40.7,-,,,,,4-07-2014
5,30.4,33.0,28.9,-,67.0,0,6.4,27.4,42.4,-,,,,,5-07-2014
6,30.2,34.0,28.0,-,67.0,0,6.6,25.2,33.5,-,,,,,6-07-2014
7,30.4,34.0,28.0,-,65.0,0,6.6,27.8,44.6,-,,,,,7-07-2014
8,30.2,34.0,28.0,-,64.0,0,6.9,27.2,33.5,-,,,,,8-07-2014
9,30.6,34.0,28.0,-,64.0,0,6.9,27.8,42.4,-,,,,,9-07-2014
10,30.8,34.0,28.0,-,62.0,0,6.4,25.6,40.7,-,,,,,10-07-2014
11,30.2,32.4,28.9,-,71.0,0,5.8,23.7,33.5,-,,,,,11-07-2014
12,31.4,34.4,28.0,-,62.0,0,6.3,20.6,33.5,-,,,,,12-07-2014
13,31.0,34.0,28.0,-,62.0,0,6.0,10.7,25.9,-,,,,,13-07-2014
14,31.4,35.4,29.0,-,62.0,0,6.6,17.4,35.9,-,,,,,14-07-2014
15,31.7,35.0,29.0,-,63.0,0,6.8,23.3,33.5,-,,,,,15-07-2014
16,31.1,34.0,29.0,-,68.0,0,5.8,17.8,25.9,-,,,,,16-07-2014
17,31.4,34.4,29.0,-,66.0,0,6.6,16.3,25.9,-,,,,,17-07-2014
18,30.9,33.0,29.0,-,68.0,0,6.0,19.6,31.7,-,,,,,18-07-2014
19,31.1,34.0,29.0,-,65.0,0,6.0,27.2,44.6,-,,,,,19-07-2014
20,30.9,34.4,29.0,-,63.0,-,5.8,30.0,44.6,-,o,,,,20-07-2014
21,30.8,33.4,29.0,-,62.0,0,5.8,30.7,40.7,-,,,,,21-07-2014
22,30.7,34.0,29.0,-,60.0,0,6.0,31.3,44.6,-,,,,,22-07-2014
23,30.9,34.0,29.0,-,61.0,-,5.8,31.9,44.6,-,o,,,,23-07-2014
24,30.2,32.0,29.0,-,69.0,-,6.0,26.7,35.9,-,o,,,,24-07-2014
25,28.9,31.0,26.0,-,78.0,1.02,5.8,13.1,25.9,-,o,,,,25-07-2014
26,30.0,33.0,28.0,-,72.0,10.92,6.0,18.3,27.8,-,o,,,,26-07-2014
27,30.1,32.0,28.0,-,68.0,0,6.6,23.2,37.0,-,,,,,27-07-2014
28,29.7,32.0,28.0,-,71.0,-,5.8,30.4,44.6,-,o,,,,28-07-2014
29,30.3,33.4,28.0,998.8,65.0,0,6.0,23.5,35.2,-,,,,,29-07-2014
30,30.7,34.0,28.9,-,66.0,-,6.3,15.6,27.8,-,o,,,,30-07-2014
31,31.6,37.0,28.5,-,65.0,0,6.1,13.3,24.1,-,o,,,,31-07-2014
1,31.7,37.0,25.0,-,66.0,-,6.4,14.6,35.2,-,o,,o,,1-08-2014
2,28.9,31.0,23.5,-,77.0,8.89,6.0,17.6,27.8,-,o,,o,,2-08-2014
3,29.2,31.8,28.0,-,73.0,0,6.0,25.4,53.9,-,o,,,,3-08-2014
4,29.3,32.0,27.9,-,68.0,-,6.1,24.3,37.0,-,o,,,,4-08-2014
5,29.3,32.0,27.0,-,67.0,-,6.3,22.8,31.7,-,o,,,,5-08-2014
6,29.0,31.0,27.0,-,67.0,0,6.3,20.9,31.7,-,,,,,6-08-2014
7,29.4,32.4,27.9,-,66.0,0,5.6,22.0,57.6,-,,,,,7-08-2014
8,29.6,33.0,27.9,-,64.0,0,6.1,18.7,32.4,-,,,,,8-08-2014
9,29.8,33.5,28.0,-,64.0,0,6.8,13.1,22.2,-,,,,,9-08-2014
10,30.2,34.0,28.0,-,63.0,0,6.4,18.5,29.4,-,,,,,10-08-2014
11,29.9,33.0,27.0,-,65.0,-,6.4,22.0,33.5,-,o,,,,11-08-2014
12,30.0,34.0,28.0,-,67.0,3.05,6.3,24.1,37.0,-,o,,,,12-08-2014
13,30.1,33.0,27.0,-,66.0,0,6.4,28.9,40.7,-,o,,,,13-08-2014
14,29.3,33.0,26.0,-,66.0,6.1,6.4,32.4,44.6,-,o,,,,14-08-2014
15,29.0,31.0,27.9,-,69.0,0,6.0,31.5,38.9,-,o,,,,15-08-2014
16,29.2,32.0,28.0,-,70.0,0,6.0,28.5,44.6,-,,,,,16-08-2014
17,30.0,33.4,28.0,-,63.0,0,5.8,19.4,31.7,-,,,,,17-08-2014
18,29.9,33.0,28.0,-,62.0,0,6.8,20.0,27.8,-,,,,,18-08-2014
19,29.6,33.0,27.0,-,63.0,0,6.9,16.5,25.9,-,,,,,19-08-2014
20,29.4,32.0,26.5,-,64.0,0,6.4,20.4,31.7,-,,,,,20-08-2014
21,29.3,32.4,27.0,-,63.0,0,6.8,26.1,46.5,-,,,,,21-08-2014
22,29.7,33.0,27.9,-,61.0,-,6.1,20.7,35.2,-,o,,,,22-08-2014
23,29.8,33.0,28.0,-,61.0,0,6.6,17.2,25.9,-,,,,,23-08-2014
24,30.1,34.0,27.0,-,57.0,0,7.2,19.8,29.4,-,,,,,24-08-2014
25,29.7,34.0,27.0,-,61.0,0,6.9,27.2,38.9,-,,,,,25-08-2014
26,29.1,32.0,27.0,-,65.0,-,6.6,31.1,44.6,-,o,,,,26-08-2014
27,29.2,33.0,26.0,-,65.0,0,6.1,26.9,42.4,-,o,,,,27-08-2014
28,29.9,34.0,27.5,-,63.0,0,6.8,19.1,43.2,-,,,,,28-08-2014
29,31.0,37.0,28.0,-,58.0,0,6.8,17.2,35.9,-,,,,,29-08-2014
30,30.4,36.0,27.0,-,64.0,0,6.8,17.2,25.2,-,,,,,30-08-2014
31,30.9,36.0,27.0,-,61.0,0,6.8,18.9,29.4,-,,,,,31-08-2014
1,31.9,39.0,27.0,-,56,1.02,5.6,13.7,32.4,-,o,,,,1-09-2014
2,33.2,37.0,28.0,-,42,13.97,5.5,19.6,50.0,-,,,,,2-09-2014
3,34.7,40.0,31.0,-,38,0.0,6.6,20.7,37.0,-,,,,,3-09-2014
4,30.5,35.0,27.9,-,59,0.0,6.8,23.0,35.2,-,,,,,4-09-2014
5,29.2,32.0,27.0,-,66,0.0,6.6,27.0,38.9,-,,,,,5-09-2014
6,29.4,32.4,27.0,-,65,0.0,6.3,23.2,33.5,-,,,,,6-09-2014
7,29.9,33.4,27.9,-,62,0.0,6.4,17.8,29.4,-,,,,,7-09-2014
8,29.8,35.0,27.0,-,66,0.0,6.4,19.1,35.2,-,,,,,8-09-2014
9,28.8,31.4,27.0,-,68,0.0,6.3,22.6,33.5,-,,,,,9-09-2014
10,28.9,32.0,27.0,-,66,0.0,6.1,21.3,29.4,-,,,,,10-09-2014
11,29.3,33.0,27.0,-,65,0.0,6.0,20.4,33.5,-,,,,,11-09-2014
12,29.2,33.0,27.0,-,64,0.0,6.9,21.3,35.9,-,,,,,12-09-2014
13,28.9,32.9,27.0,-,64,0.0,6.9,23.0,37.0,-,,,,,13-09-2014
14,29.2,33.0,27.0,-,63,0.0,6.8,17.8,31.7,-,,,,,14-09-2014
15,28.9,32.4,27.0,-,64,0.0,6.4,16.3,27.8,-,,,,,15-09-2014
16,29.3,33.0,27.0,-,63,0.0,6.3,17.8,29.4,-,,,,,16-09-2014
17,29.2,33.4,27.0,-,61,0.0,6.4,20.0,29.4,-,,,,,17-09-2014
18,29.1,32.4,27.0,-,63,0.0,6.9,22.2,37.0,-,,,,,18-09-2014
19,28.9,32.4,26.9,-,65,0.0,6.9,22.0,35.2,-,,,,,19-09-2014
20,28.6,32.5,27.0,-,67,0.0,6.4,22.6,33.5,-,,,,,20-09-2014
21,28.8,32.0,27.0,-,68,0.0,6.0,20.2,31.7,-,,,,,21-09-2014
22,29.0,32.4,27.0,-,64,0.0,6.6,19.4,31.7,-,,,,,22-09-2014
23,28.7,31.0,26.9,-,63,0.0,6.9,24.6,38.9,-,,,,,23-09-2014
24,28.4,31.5,26.9,-,65,0.0,6.4,25.6,40.7,-,,,,,24-09-2014
25,28.4,31.4,26.9,-,67,0.0,6.8,22.6,44.6,-,,,,,25-09-2014
26,28.5,32.0,26.0,-,66,0.0,6.6,20.7,50.4,-,,,,,26-09-2014
27,28.7,33.5,26.0,-,61,0.0,6.6,25.7,39.6,-,,,,,27-09-2014
